Project,Block,Module,Part,Issue,Design Element,Design Factor,评审主体,评审对象,审核项,审核项状态,评审项更新者,Phase,Reviewer,Status,Notes,Quantization Status
I.Miami,7.Sensor,Pressure-Sensor,,,,,1.Mainboard,3.Placement,远离振动源比如马达，风扇等,适用,熊胜男,EVT,熊胜男,NA,,0
I.Miami,7.Sensor,Pressure-Sensor,,,,,1.Mainboard,3.Placement,远离温度变化大的器件，比如充电回路和CPU PMIC,适用,熊胜男,EVT,熊胜男,NA,,0
I.Miami,7.Sensor,Pressure-Sensor,,,,,1.Mainboard,3.Placement,远离热源，应力（按键、螺丝孔、PCB边沿），振源,适用,熊胜男,EVT,熊胜男,NA,,0
I.Miami,7.Sensor,Pressure-Sensor,,,,,1.Mainboard,3.Placement,远离温度变化大的器件，比如充电回路和CPU PMIC,适用,熊胜男,EVT,熊胜男,NA,,0
I.Miami,7.Sensor,Pressure-Sensor,,,,,1.Mainboard,4.Routing,考虑应力影响，sensor应该避开按键、螺丝孔等会给PCB板带来型变的位置；Sensor不能部分或全部被覆盖,适用,熊胜男,EVT,熊胜男,NA,,0
I.Miami,7.Sensor,Pressure-Sensor,,,,,1.Mainboard,4.Routing,考虑温度影响，sensor不应靠近发热点和温度快速变化的点。远离发光器件，避免光直射到气压计的孔内。,适用,熊胜男,EVT,熊胜男,NA,,0
I.Miami,7.Sensor,Pressure-Sensor,,,,,1.Mainboard,4.Routing,sensorIC表层覆盖区域尽量不能有其他走线 不打孔 不铺铜，出线尽量对称。,适用,熊胜男,EVT,熊胜男,NA,,0
I.Miami,7.Sensor,Cap-Sensor,,,,,1.Mainboard,4.Routing,Cap Sensor 感应线需要3W包地，上下左右不能有变化信号的走线伴行。-2017-2-10，Issue Found on George NA EVT2,适用,熊胜男,EVT,熊胜男,Pass,,1
I.Miami,7.Sensor,Cap-Sensor,,,,,1.Mainboard,4.Routing,Cap Sensor的DET弹片要尽量远离WIFI 等各种发射天线，避免WIFI对Capsensor的干扰 -2017-5-3，issue found on George NA DVT2B,适用,熊胜男,EVT,熊胜男,Pass,,1
I.Miami,7.Sensor,Cap-Sensor,,,,,1.Mainboard,4.Routing,为避免芯片内部的ground干扰，在layout时，IC下面不要有大电流，强干扰信号，表层和第二层大面积接地保证GND干净；IC下方的地和临近层的地平面完整,适用,熊胜男,EVT,熊胜男,Pass,,1
I.Miami,7.Sensor,Cap-Sensor,,,,,1.Mainboard,4.Routing,走线包地，上下天线走线较长，或经历复杂温度场景，可增加使用ref channel,适用,熊胜男,EVT,熊胜男,Pass,,1
I.Miami,7.Sensor,指纹,,,,,1.Mainboard,4.Routing,部件和主板实物顺序匹配,适用,熊胜男,EVT,熊胜男,Pass,,1
I.Miami,7.Sensor,指纹ESD,,,,,2.Sub-Board,4.Routing,ESD：信号需要预留TVS，并置于干路上,适用,李果,EVT,,NA,改用FOD，风险低不预留,0
I.Miami,8.PCB,DFX,Shielding,,,,1.Mainboard,2.Stacking,屏蔽盖大小建议35mmx35mm以内，超过此尺寸需要和SMT一起评估SMT不良率，并接受部分点可能虚焊。建议尽量不超过40mm。,适用,陈银川,EVT,陈银川,Pass,,1
I.Miami,8.PCB,Stress,Placement,,,,1.Mainboard,2.Stacking,"1 PCB拐角R下一定范围不能放置WLCSP和Ceramic 电容
2.屏蔽盖之间缝隙的背面不能放置WLCSP器件",适用,陈银川,EVT,陈银川,Pass,,1
I.Miami,8.PCB,DFX,Shielding,,,,1.Mainboard,3.Placement,器件与屏蔽盖间距：器件距离屏蔽盖内侧---≥0.2mm；器件距离屏蔽盖外侧---≥0.2mm,适用,陈银川,EVT,陈银川,Pass,,1
I.Miami,8.PCB,DFX,Shielding,,,,1.Mainboard,4.Routing,屏蔽盖焊盘设计： 宽度0.57mm ,适用,陈银川,EVT,陈银川,Pass,,1
I.Miami,8.PCB,DFX,Shielding,,,,1.Mainboard,4.Routing,屏蔽盖距离板边0.2mm，距离不足时，需要SMT评估钢网扩口空间是否能接受。,适用,陈银川,EVT,陈银川,Pass,,1
I.Miami,8.PCB,DFX,Shielding,,,,1.Mainboard,4.Routing,其他露铜（绿油开窗）距离屏蔽盖焊接≥0.4mm,适用,陈银川,EVT,陈银川,Pass,,1
I.Miami,8.PCB,DFX,Glue,,,,1.Mainboard,4.Routing,BGA点胶边与屏蔽支架（注意是支架靠内折弯的边缘）间距D≥1.2mm,适用,陈银川,EVT,陈银川,NA,,0
I.Miami,8.PCB,DFX,PCB Springs,,,,1.Mainboard,4.Routing,弹片焊盘上必须打孔增加附着力，含小板,适用,陈银川,EVT,陈银川,Pass,EVT 更改,1
I.Miami,8.PCB,DFX,PCB,,,,1.Mainboard,4.Routing,拼版：没有边框的需要在板内放mark点,适用,苏艳红,EVT,陈银川,Pass,,1
I.Miami,8.PCB,Stress,,,,,1.Mainboard,4.Routing,大焊盘底下第二层尽量不走线：1. 屏蔽盖轨迹的外 拐角位置，各方向 5mm  2.SIM卡座GND定位焊盘 的第二层尽量不走线。实在无法规避，就加宽线路宽度，期望值0.2mm以上.,适用,陈文亭,EVT,陈文亭,NG&Fixed,"EVT 更改
link",
I.Miami,8.PCB,DFX,Glue,,,,14.Glue,6.Others(ME/RF/ANT/KP/Factory),点胶边3.0mm范围内没有电子结构件和定位孔，避免胶溢到此处。,适用,陈银川,EVT,陈银川,NA,,0
I.Miami,8.PCB,DFX,Glue,,,,14.Glue,6.Others(ME/RF/ANT/KP/Factory),导热硅胶尽量避让点胶边缘0.1mm（如无法避让需要要求产线擦掉溢到IC表面的胶）。,适用,陈银川,EVT,林峰,Pass,,1
I.Miami,8.PCB,DFX,Placement,,,,2.Sub-Board,2.Stacking,破板器件位于同面。,适用,苏艳红,EVT,韩凯,Pass,,1
I.Miami,8.PCB,Panel ,,DFX,,,2.Sub-Board,5.Panel,Panel不能有与Audio Jack  或者 USB-C等 连接器本体及其保护套干涉的风险,适用,苏艳红,EVT,韩凯,Pass,,1
I.Miami,8.PCB,DFX,PCB Panel,,,,2.Sub-Board,5.Panel,"拼版：连接筋避让连接器区域
      连接筋避让侧键FPC区域",适用,苏艳红,EVT,韩凯,Pass,,1
I.Miami,9.Memory,Memory,,,认证确认,,1.Mainboard,1.SCH,Memory型号MTK/Qualcomm认证确认是否为平台厂Qualified,适用,董嘉琨,EVT,董嘉琨,NG&Accept,,2
I.Miami,9.Memory,Memory,,,选型-二供确认,,1.Mainboard,1.SCH,Memory 二供信息检查,适用,董嘉琨,EVT,董嘉琨,Pass,,1
I.Miami,9.Memory,Memory,,,选型,,1.Mainboard,1.SCH,Memory的DDR频率以及EMMC的协议版本，平台是否支持。,适用,董嘉琨,EVT,董嘉琨,Pass,,1
I.Miami,9.Memory,Memory,,,,DDR,1.Mainboard,1.SCH,Memory电压选取及旁路电容follow参考设计需求，兼容二供 。,适用,董嘉琨,EVT,董嘉琨,Pass,,1
I.Miami,9.Memory,Memory,,,,DDR,1.Mainboard,1.SCH,信号连接顺序是否正确。,适用,董嘉琨,EVT,董嘉琨,Pass,,1
I.Miami,9.Memory,Memory,,,,EMMC,1.Mainboard,1.SCH,eMMC电源电容选择follow参考设计,适用,董嘉琨,EVT,董嘉琨,NA,,0
I.Miami,9.Memory,Memory,,,,EMMC,1.Mainboard,1.SCH,clk串联电阻靠近cpu，rclk串联电阻靠近emmc,适用,董嘉琨,EVT,董嘉琨,NA,,0
I.Miami,9.Memory,Memory,,,,UFS,1.Mainboard,1.SCH,"UFS电源电容选择follow参考设计
按最大容量cover电流",适用,董嘉琨,EVT,董嘉琨,NA,,0
I.Miami,9.Memory,SD,,,,SD,1.Mainboard,1.SCH,"SD card power:
SD卡供电要求达到400mA RMS 以及 800mA Peak",适用,董嘉琨,EVT,董嘉琨,NA,,0
I.Miami,9.Memory,SD,,,,SD,1.Mainboard,1.SCH,"SD card power:
SD供电电源滤波电容一大（2.2~4.7uF）一小（33pf~100pf）参考平台设计",适用,董嘉琨,EVT,董嘉琨,NA,,0
I.Miami,9.Memory,SD,,,,SD,1.Mainboard,1.SCH,"SD卡检测：
热插拔设计，VDD并联0402-10uF以及0201-0.1uF电容; 非热插拔设计，VDD并联0402-4.7uF以及0201-0.1uF.
SD无卡托直接插拔的设计，需要在SD_CARD_DET_N信号上放置一个100K~1M的上拉电阻",适用,董嘉琨,EVT,董嘉琨,NA,,0
I.Miami,9.Memory,SD,,,,SD,1.Mainboard,1.SCH,"SD卡检测：
确定SD卡座检测机制，检测脚的初始状态及插入后电平状态",适用,董嘉琨,EVT,董嘉琨,NA,,0
I.Miami,9.Memory,SD,,,,SD,1.Mainboard,1.SCH,串联一个27R~35R的电阻在SD CLK信号靠近AP端，预留一个0R电阻串到SD CLK信号靠近卡座端。follow平台推荐,适用,董嘉琨,EVT,董嘉琨,NA,,0
I.Miami,9.Memory,SD,,,,SD,1.Mainboard,1.SCH,CMD需要上拉电阻（阻值参考平台设计），如果走线总长度大于50mm则其它信号线在卡座端预留上拉电阻（推荐51k，10K~100K范围）调试,适用,董嘉琨,EVT,董嘉琨,NA,,0
I.Miami,9.Memory,SD,,,,SD,1.Mainboard,1.SCH,"SD card capacitive load：
for DDR50 and SDR50，<10pf
for SDR104, <5pf",适用,董嘉琨,EVT,董嘉琨,NA,,0
I.Miami,9.Memory,SD,,,,SD,1.Mainboard,1.SCH,Data/CMD Lane允许添加磁珠但不推荐，磁珠需要使用Highspeed专用类，200MHz及以下的阻抗要低于33R，推荐使用11R。,适用,董嘉琨,EVT,董嘉琨,NA,,0
I.Miami,9.Memory,Memory,,,扩展兼容检查,,1.Mainboard,2.Stacking,"Memory的是否有可发展性，兼容设计（升级使用）
1 是否可以兼容高容量
2 不同容量的IC高度是否可以兼容，符合屏蔽盖高度限制要求。",适用,董嘉琨,EVT,董嘉琨,Pass,,1
I.Miami,9.Memory,Memory,,,,DDR,1.Mainboard,2.Stacking,>=2133MHz，DDR需要和CPU正对，减少线长。,适用,董嘉琨,EVT,董嘉琨,Pass,,1
I.Miami,9.Memory,SD,,,,SD,1.Mainboard,2.Stacking,确定SD卡堆叠位置尽量保证走线最短，<50mm,适用,董嘉琨,EVT,董嘉琨,NA,,0
I.Miami,9.Memory,Memory,,,,DDR,1.Mainboard,4.Routing,MTK 平台MMD导入审核：,适用,董嘉琨,EVT,董嘉琨,NA,,0
I.Miami,9.Memory,Memory,,,,DDR,1.Mainboard,4.Routing,Power Plan面积（VDDQ，VDD）足够大，需要覆盖IC本体及相应power的电容（正极）。尽量Follow参考设计，根据仿真结果微调。,适用,董嘉琨,EVT,董嘉琨,NA,,0
I.Miami,9.Memory,Memory,,,,DDR,1.Mainboard,4.Routing,MEMORY所有的PWR和GND引脚要通过via连到电源或者地平面 ，不要有孤立的地,适用,董嘉琨,EVT,董嘉琨,Pass,,1
I.Miami,9.Memory,Memory,,红墨水实验,,DDR,1.Mainboard,4.Routing,建议layout有空间的情况下，对四个角落的空pin pad做打盲孔设计，增加焊盘附着力。尤其对不点胶的eMCP，推荐。,适用,董嘉琨,EVT,董嘉琨,NA,,0
I.Miami,9.Memory,Memory,,,,LPDDR4x ,1.Mainboard,4.Routing,"阻抗控制follow平台要求：
单端SE Z0： DQ/DMI    CA/CS/CKE
差分Diff Z0：CK/DQS",适用,董嘉琨,EVT,董嘉琨,Pass,,1
I.Miami,9.Memory,Memory,,,,LPDDR4x,1.Mainboard,4.Routing,"Bus length follow 平台要求：
DQ/DMI
CA/CS/CK/DQSI",适用,董嘉琨,EVT,董嘉琨,Pass,,1
I.Miami,9.Memory,Memory,,,,LPDDR4x,1.Mainboard,4.Routing,"Bus length matching follow平台要求：
Intrapair DQS_t/c, CLK_t/c < 0.5mm(3ps)",适用,董嘉琨,EVT,董嘉琨,Pass,,1
I.Miami,9.Memory,Memory,,,,LPDDR4x,1.Mainboard,4.Routing,"Bus length matching follow 平台要求：
DQS_t/c to DMI, DQ byte 
（Note：Group length match betweenDQS and DQ within byte. Byte matching relative to DQS (DQ centered to DQS). DQS is source synchronous to DQ）
by group:a/b
",适用,董嘉琨,EVT,董嘉琨,Pass,,1
I.Miami,9.Memory,Memory,,,,LPDDR4x,1.Mainboard,4.Routing,"Bus length matching follow 平台要求：
DMI to DQ byte 
（Group skew span between DMI and DQ within byte. Skew = max-min）
by group:a/b
",适用,董嘉琨,EVT,董嘉琨,Pass,,1
I.Miami,9.Memory,Memory,,,,LPDDR4x,1.Mainboard,4.Routing,"Bus length matching follow 平台要求：
CA[0:9] ",适用,董嘉琨,EVT,董嘉琨,Pass,,1
I.Miami,9.Memory,Memory,,,,LPDDR4x,1.Mainboard,4.Routing,"Bus length matching follow 平台要求：
CSx_n to CA[5:0]_n 
by group",适用,董嘉琨,EVT,董嘉琨,Pass,,1
I.Miami,9.Memory,Memory,,,,LPDDR4x,1.Mainboard,4.Routing,"Bus length matching follow 平台要求：
CK_t/c to CA[5:0]_n, CS_n 
by group",适用,董嘉琨,EVT,董嘉琨,Pass,,1
I.Miami,9.Memory,Memory,,,,LPDDR4x,1.Mainboard,4.Routing,"Bus length matching follow 平台要求：
CK_t/c to CKEx",适用,董嘉琨,EVT,董嘉琨,Pass,,1
I.Miami,9.Memory,Memory,,,,LPDDR4x,1.Mainboard,4.Routing,"Bus length matching follow 平台要求：
CK_t/c to DQSx_t/c ",适用,董嘉琨,EVT,董嘉琨,Pass,,1
I.Miami,9.Memory,Memory,,,,LPDDR4x,1.Mainboard,4.Routing,"线间距spacing-DQ/DMI follow平台要求：
After breakout(lane to lane)
BGA escape(lane to lane)",适用,董嘉琨,EVT,董嘉琨,Pass,,1
I.Miami,9.Memory,Memory,,,,LPDDR4x,1.Mainboard,4.Routing,"线间距spacing-CA/CS/CKE follow平台要求：
After breakout(lane to lane)
BGA escape(lane to lane)",适用,董嘉琨,EVT,董嘉琨,Pass,,1
I.Miami,9.Memory,Memory,,,,LPDDR4x,1.Mainboard,4.Routing,"线间距spacing-CK/DQS follow平台要求：
Intralane spacing (t to c)
After breakout(lane to lane)
BGA escape(lane to lane)",适用,董嘉琨,EVT,董嘉琨,Pass,,1
I.Miami,9.Memory,Memory,,,,LPDDR4x,1.Mainboard,4.Routing,"线间距spacing follow平台要求：
DDR to other signals=3x trace width",适用,董嘉琨,EVT,董嘉琨,Pass,,1
I.Miami,9.Memory,Memory,,,,eMMC5.1,1.Mainboard,4.Routing,"CLK单独包地走线，其他线最好上下左右包地(clk=200MHz,data rate =400Mbps",适用,董嘉琨,EVT,董嘉琨,NA,,0
I.Miami,9.Memory,Memory,,,,eMMC5.1,1.Mainboard,4.Routing,"阻抗控制：现行统一按单端45Ω，差分90Ω
Bus length<25mm, 阻抗30~45Ω
Bus length=25~60mm, 阻抗30~55Ω
Bus length=60~100mm, 阻抗45~55Ω
Bus length>100mm, 联系QC",适用,董嘉琨,EVT,董嘉琨,NA,,0
I.Miami,9.Memory,Memory,,,,eMMC5.1,1.Mainboard,4.Routing,"Bus length matching：
Clock to data/cmd match 小于6mm（<42ps）",适用,董嘉琨,EVT,董嘉琨,NA,,0
I.Miami,9.Memory,Memory,,,,eMMC5.1,1.Mainboard,4.Routing,"线间距spacing：
Bus length<25mm--》data to data/clk=2倍线宽，to other signal=2倍线宽。
Bus length=25~60mm--》data to data/clk=2倍线宽，to other signal=2倍线宽。
Bus length=60~100mm--》data to data/clk =2.5倍线宽，to other signal=2.5倍线宽。
Bus length>100mm,联系QC。",适用,董嘉琨,EVT,董嘉琨,NA,,0
I.Miami,9.Memory,Memory,,,,UFS,1.Mainboard,4.Routing,差分信号上下包地,适用,董嘉琨,EVT,董嘉琨,Pass,,1
I.Miami,9.Memory,Memory,,,,UFS,1.Mainboard,4.Routing,禁止使用测试点,适用,董嘉琨,EVT,董嘉琨,Pass,,1
I.Miami,9.Memory,Memory,,,,UFS,1.Mainboard,4.Routing,6Gb高速信号，RF/Audio/38.4Mhz XO需要远离,适用,董嘉琨,EVT,董嘉琨,Pass,,1
I.Miami,9.Memory,Memory,,,,UFS,1.Mainboard,4.Routing,"阻抗控制：
单端40~45Ω，差分80~90Ω（现行统一按单端45Ω，差分90Ω控制）",适用,董嘉琨,EVT,董嘉琨,Pass,,1
I.Miami,9.Memory,Memory,,,,UFS,1.Mainboard,4.Routing,Bus length matching：小于0.7mm（700um，<5ps）,适用,董嘉琨,EVT,董嘉琨,Pass,,1
I.Miami,9.Memory,Memory,,,,UFS,1.Mainboard,4.Routing,"ufs2.1线间距spacing：
Bus length=25mm--》Rx to Tx =1.5倍线宽，to other signal=2倍线宽。
Bus length=75mm--》Rx to Tx =2倍线宽，to other signal=2倍线宽。
Bus length=150mm--》Rx to Tx =3倍线宽，to other signal=3倍线宽。",适用,董嘉琨,EVT,董嘉琨,Pass,,1
I.Miami,9.Memory,SD,,,,,1.Mainboard,4.Routing,"阻抗控制：保证有统一的阻抗
单端36~50Ω",适用,董嘉琨,EVT,董嘉琨,NA,,0
I.Miami,9.Memory,SD,,,,,1.Mainboard,4.Routing,CLK所串电阻靠近cpu端，且电阻到cpu pin走线小于5mm,适用,董嘉琨,EVT,董嘉琨,NA,,0
I.Miami,9.Memory,SD,,,,,1.Mainboard,4.Routing,SD所有信号上下层包地，远离干扰源,适用,董嘉琨,EVT,董嘉琨,NA,,0
I.Miami,9.Memory,SD,,,,,1.Mainboard,4.Routing,CLK需要单独包地。,适用,董嘉琨,EVT,董嘉琨,NA,,0
I.Miami,9.Memory,SD,,,,,1.Mainboard,4.Routing,"Bus length：
For SDR104<50mm
For SDR50 DDR50<150mm",适用,董嘉琨,EVT,董嘉琨,NA,,0
I.Miami,9.Memory,SD,,,,,1.Mainboard,4.Routing,"Clock to data length matching：
for DDR50 and SDR50，<6mm（42ps）
for SDR104, <2mm（14ps）",适用,董嘉琨,EVT,董嘉琨,NA,,0
I.Miami,9.Memory,SD,,,,,1.Mainboard,4.Routing,"线间距spacing：
lane to lane---1.5倍线宽
to other signal---1.5倍线宽",适用,董嘉琨,EVT,董嘉琨,NA,,0
H.Dubai+ NA,1.Platform,Platform,,,,,1.Mainboard,1.SCH,确认各Sku使用的套片型号正确（比如CA和非CA）,适用,陈文亭,EVB,陈文亭,Pass,,1
H.Dubai+ NA,1.Platform,GPIO,,,,,1.Mainboard,1.SCH,中断口选择是否合适,适用,陈文亭,EVT,陈文亭,Pass,,1
H.Dubai+ NA,1.Platform,Platform,,,,,1.Mainboard,1.SCH,系统死机可以按键下电复位,适用,陈文亭,EVT,陈文亭,Pass,,1
H.Dubai+ NA,1.Platform,GPIO,,,,,1.Mainboard,1.SCH,"高通平台：boot mode的 GPIO 需要确认没有上拉. 同时确认具体的boot 配置是正确的（特别针对emmc 和UFS配置）
 SM6150 GPIO43需要Pull down 100K",适用,陈文亭,EVT,陈文亭,Pass,MTK 只有几个boot 口，MTK review ok,1
H.Dubai+ NA,1.Platform,SIM卡座,,,,,1.Mainboard,1.SCH,"SIM卡座的卡1和卡2（主副卡）连线：1.要和卡托设计一致
2.并且和CPU的卡1卡2对应",适用,李果,EVT,李果,Pass,,1
H.Dubai+ NA,1.Platform,SIM卡座,,,,,1.Mainboard,1.SCH,TVS使用小于等于11pf,适用,李果,EVT,韩凯,Pass,无预留tvs,1
H.Dubai+ NA,1.Platform,SIM卡座,,,,,1.Mainboard,1.SCH,原理图设计时，如果遇到使用8pin的SIM卡连接器，多余的两个Pin脚必须悬空。,适用,李果,EVT,李果,NA,,0
H.Dubai+ NA,1.Platform,LED,,,,,1.Mainboard,1.SCH,指示灯LED，要求经过每个灯的电流是5mA,废止,熊胜男,EVB,熊胜男,NA,,0
H.Dubai+ NA,1.Platform,keypad,,ESD,,,1.Mainboard,1.SCH,强制下载key不能使用平台默认有boot mode功能的GPIOIO,适用,陈文亭,EVT,陈文亭,Pass,,1
H.Dubai+ NA,1.Platform,keypad,,ESD,,,1.Mainboard,1.SCH,Powerkey线路串1K电阻，电阻尽量靠近powerkey实体放置。,适用,李果,EVT,陈文亭,Pass,,1
H.Dubai+ NA,1.Platform,keypad,,ESD,,,1.Mainboard,1.SCH,Powerkey信号必须使用TVS，紧靠按键实体放置，走线置于干路上。走线不与其它敏感线路相邻。,适用,李果,EVT,陈文亭,NG&Accept,参考其他项目，预留位置，DNI,2
H.Dubai+ NA,1.Platform,keypad,,ESD,,,1.Mainboard,1.SCH,按键线路串1k电阻，电阻尽量靠近按键实体放置。,适用,李果,EVT,陈文亭,Pass,,1
H.Dubai+ NA,1.Platform,keypad,,ESD,,,1.Mainboard,1.SCH,按键信号必须使用TVS，紧靠按键实体放置，走线置于干路上。走线不与其它敏感线路相邻。,适用,李果,EVT,陈文亭,NG&Accept,参考其他项目，预留位置，DNI,2
H.Dubai+ NA,1.Platform,,Lib,,,,1.Mainboard,1.SCH,新器件封装符合spec及SMT规范,待定,肖志浩,EVT,李果,NA,,0
H.Dubai+ NA,1.Platform,,,单端网络,,,1.Mainboard,1.SCH,原理图信号单端网络检查,适用,吴学敏,EVT,熊胜男,Pass,,1
H.Dubai+ NA,1.Platform,主FPC,Main FPC,,Cost,,3.Main FPC,1.SCH,实物顺序匹配 pin顺序与主板、小板匹配，走线通顺，宽度适宜（cost）,适用,陈文亭,EVT,韩凯,Pass,chenwt:20211115 checked ok ,1
H.Dubai+ NA,1.Platform,SIM卡座,,,,,1.Mainboard,2.Stacking,如果有使用双层SIM卡座的项目，需要特别注意，卡座要远离主天线。在项目早期需要重点验证是否有掉卡的情况。检查下SIM卡屏蔽接地情况,废止,李果,EVT,李果,NA,,0
H.Dubai+ NA,1.Platform,卡座,,,,,1.Mainboard,2.Stacking,使用组合卡座，在设计之初请咨询相关专家和质量部门。Issue：X2 Pro 烧卡问题（断电时序控制）,适用,李果,EVT,李果,NA,,0
H.Dubai+ NA,1.Platform,GPIO,,,,,1.Mainboard,3.Placement,Uart test point 放在容易拆机的一面（第一步拆屏的，放到TOP面；第一步拆电池盖的，放到Bottom面）,适用,陈文亭,EVT,陈文亭,Pass,,1
H.Dubai+ NA,1.Platform,Jtag,,,,,1.Mainboard,3.Placement,Jtag Pin mapping check,适用,陈文亭,EVT,陈文亭,NG&Fixed,测试点,
H.Dubai+ NA,1.Platform,keypad,,,,,1.Mainboard,3.Placement,ZIF连接器翻盖距离外置电容或TVS距离至少3mm,适用,陈文亭,EVT,陈文亭,NA,B to B,0
H.Dubai+ NA,1.Platform,GPIO,,,,,1.Mainboard,4.Routing,AP &  PMIC 通讯路线走线符合要求,适用,陈文亭,EVT,陈文亭,NG&Fixed,chenge link ,
H.Dubai+ NA,1.Platform,CLK,,,,,1.Mainboard,4.Routing,PMIC 给AP 的主时钟，走线符合需求,适用,陈文亭,EVT,陈文亭,NG&Fixed,change link,
H.Dubai+ NA,1.Platform,SIM卡座,,,,,1.Mainboard,4.Routing,原理图设计时，无特殊需求（如NFC）的SIM卡设计，VPP引脚可不用连接。,适用,李果,EVT,李果,Pass,,1
H.Dubai+ NA,1.Platform,SIM卡座,,,,,1.Mainboard,4.Routing,SIM卡的pin 顺序检查：（1）需要拿到SIM 规格书，卡托规格书，再核对PCB 对应的每一个Pin 是否和SIM 卡pin 顺序一致,适用,李果,EVT,李果,Pass,,1
H.Dubai+ NA,1.Platform,CLK,32K,,,,1.Mainboard,3.Placement,"晶体紧靠IC的XTALIN和XTALOUT pin放置。
place the crystal as close as possible to the XTALIN and XTALOUT pins.",适用,陈文亭,EVT,陈文亭,NA,无单独32K,0
H.Dubai+ NA,1.Platform,CLK,32K,,,,1.Mainboard,4.Routing,"走线差分包地，本体下方及本体下方第二层铺地，不允许走其它线路。
XTALIN and XTALOUT line should be connected in parallel and protected with GND. Do not cross the oscillator signals with any other signal.",适用,陈文亭,EVT,陈文亭,NA,无单独32K,0
